file,path,group,label,hit,peak_db,rms_db,cent,bw,zcr,dur,rms100_db,rms500_db,peak_db_z,rms_db_z,cent_z,bw_z,zcr_z,dur_z,rms100_db_z,rms500_db_z,anom,cluster,rr,type
V3_HIT06.wav,/mnt/data/DOL_BKL_SamplePrep_Candidates/Head/V3_HIT06.wav,Head,V3,6,-7.8834987,-24.943134,238.05183932795512,1283.121856539525,0.0030252207880434785,0.972,-16.71922,-22.1804,0.62572587,-0.59006166,-0.5948116734261814,-0.33333719122786604,0.6319595454463827,0.0,0.68235886,-1.4942691,0.733352490482491,0,1,Head
V3_HIT07.wav,/mnt/data/DOL_BKL_SamplePrep_Candidates/Head/V3_HIT07.wav,Head,V3,7,-7.8151774,-23.93087,243.26143344445376,1268.4298295375133,0.002595320991847826,0.972,-19.01003,-21.18729,0.7232557,0.50393814,-0.4224248823578235,-0.4322629566752267,-1.2262678602736554,0.0,-6.1161256,-0.03633659,2.23758780793985,1,2,Head
V3_HIT02.wav,/mnt/data/DOL_BKL_SamplePrep_Candidates/Head/V3_HIT02.wav,Head,V3,2,-8.8575735,-23.616917,277.24839475256266,1468.7747327287952,0.0026908542798913045,0.972,-16.724522,-20.77018,-0.76478416,0.84324175,0.7022122903375221,0.9167185622779637,-0.813328436780313,0.0,0.66662276,0.57600087,0.7130123225809072,2,3,Head
V3_HIT05.wav,/mnt/data/DOL_BKL_SamplePrep_Candidates/Head/V3_HIT05.wav,Head,V3,5,-8.700712,-23.74734,301.8433317122057,1561.3883758408729,0.0028390786082474226,1.0253333333333334,-19.149273,-20.672012,-0.5408617,0.70228815,1.5160649944424278,1.5403136274433435,-0.17263376424683055,3.3724537973829865,-6.529357,0.72011524,2.738865542526115,3,4,Head
V3_HIT04.wav,/mnt/data/DOL_BKL_SamplePrep_Candidates/Head/V3_HIT04.wav,Head,V3,4,-7.983086,-23.79878,268.79311331569517,1366.3597899584606,0.003044899929775281,0.94,-16.953077,-21.137787,0.48356295,0.64669335,0.4224248823578235,0.22712844612749716,0.7170219735068077,-2.0234722784297894,-0.011666237,0.03633659,0.8285599365057282,4,5,Head
V4_HIT03.wav,/mnt/data/DOL_BKL_SamplePrep_Candidates/Head/V4_HIT03.wav,Head,V4,3,-7.955217,-22.52487,281.7861090041972,1359.3874342230529,0.003110139266304348,0.972,-14.864713,-19.754711,-0.37710667,-0.42063668,0.08176796992073956,0.0022358513577929724,0.6481126375122535,-0.6744907594765952,0.95282346,-0.21339896,0.5189213714093881,0,1,Head
V4_HIT07.wav,/mnt/data/DOL_BKL_SamplePrep_Candidates/Head/V4_HIT07.wav,Head,V4,7,-6.628041,-22.245182,209.16522724221429,1184.2349511770458,0.0028908469460227275,0.9293333333333333,-14.536449,-19.686249,2.901061,0.14728035,-1.1297785810371384,-0.7686127708474224,-0.20938680355659178,-6.070416835289273,1.5828185,-0.08813743,2.4927870331542503,1,2,Head
V4_HIT02.wav,/mnt/data/DOL_BKL_SamplePrep_Candidates/Head/V4_HIT02.wav,Head,V4,2,-7.9513655,-22.034092,241.61363380138118,1227.007821299647,0.002745925739247312,0.9826666666666667,-15.501441,-19.299232,-0.36759353,0.57590693,-0.5884362825549146,-0.580368748105768,-0.7760726485025112,0.6744907594765812,-0.26917034,0.6199632,0.5770520511205114,2,3,Head
V4_HIT05.wav,/mnt/data/DOL_BKL_SamplePrep_Candidates/Head/V4_HIT05.wav,Head,V4,5,-7.4090776,-21.333448,271.983659282663,1376.0262926051141,0.002703923051075269,0.9826666666666667,-15.35988,-18.500832,0.9718749,1.9985906,-0.08176796992073956,0.07546370879850427,-0.9403158905123618,0.6744907594765812,0.002509299,2.0807498,1.1521688047102951,3,4,Head
V4_HIT04.wav,/mnt/data/DOL_BKL_SamplePrep_Candidates/Head/V4_HIT04.wav,Head,V4,4,-7.754447,-22.39025,282.4528915529425,1358.3713724289257,0.00299794186827957,0.9826666666666667,-15.362495,-19.589903,0.11880147,-0.14728422,0.09289201685560013,-0.002235851357791972,0.20938680355659178,0.6744907594765812,-0.002509299,0.08814093,0.2624395394181567,4,5,Head
